Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Grupo;Valor_Total
Apartamento;Recreio dos Bandeirantes;1;1;1;50;1500.0;1035.0;221.0;Apartamento;2756.0
Apartamento;Recreio dos Bandeirantes;4;2;2;146;2900.0;1950.0;254.0;Apartamento;5104.0
Apartamento;Leblon;4;2;4;200;9500.0;2700.0;944.0;Apartamento;13144.0
Apartamento;Tijuca;3;0;1;100;3000.0;200.0;78.0;Apartamento;3278.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1200.0;340.0;16.0;Apartamento;1556.0
Apartamento;Tijuca;2;1;0;88;2000.0;485.0;99.0;Apartamento;2584.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;676.0;131.0;Apartamento;3007.0
Apartamento;Botafogo;4;2;0;622;15000.0;3545.0;1420.0;Apartamento;19965.0
Apartamento;Santa Teresa;2;0;0;66;1600.0;300.0;52.0;Apartamento;1952.0
Casa de Vila;Lins de Vasconcelos;3;1;1;204;2800.0;430.0;68.0;Casa;3298.0
Casa de Condomínio;Barra da Tijuca;4;4;4;400;10000.0;2100.0;1400.0;Casa;13500.0
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;150.0;Apartamento;3950.0
Apartamento;Barra da Tijuca;4;2;3;166;6500.0;1893.0;0.0;Apartamento;8393.0
Quitinete;Copacabana;1;0;0;20;1500.0;500.0;0.0;Apartamento;2000.0
Casa de Vila;Maracanã;2;0;0;50;2000.0;30.0;25.0;Casa;2055.0
Apartamento;Flamengo;2;0;0;71;2400.0;577.0;0.0;Apartamento;2977.0
Apartamento;Barra da Tijuca;4;4;3;347;13500.0;2300.0;0.0;Apartamento;15800.0
Apartamento;Botafogo;4;2;1;330;10500.0;1600.0;708.0;Apartamento;12808.0
Apartamento;Tijuca;1;1;0;60;900.0;556.0;24.0;Apartamento;1480.0
Apartamento;Flamengo;4;1;1;290;9500.0;1800.0;0.0;Apartamento;11300.0
Flat;Leblon;2;1;1;80;6000.0;1500.0;400.0;Apartamento;7900.0
Apartamento;Barra da Tijuca;2;2;1;87;3100.0;1550.0;543.0;Apartamento;5193.0
Apartamento;Anil;2;1;0;50;1700.0;470.0;30.0;Apartamento;2200.0
Apartamento;Leblon;4;2;1;180;6000.0;1900.0;0.0;Apartamento;7900.0
Apartamento;Copacabana;2;1;0;70;3500.0;920.0;100.0;Apartamento;4520.0
Apartamento;Tijuca;2;0;0;60;1800.0;604.0;0.0;Apartamento;2404.0
Apartamento;Laranjeiras;2;1;1;120;3850.0;1000.0;0.0;Apartamento;4850.0
Apartamento;Lagoa;3;1;0;115;4500.0;1057.0;297.0;Apartamento;5854.0
Apartamento;Engenho de Dentro;2;0;0;51;900.0;515.0;114.0;Apartamento;1529.0
Apartamento;Leblon;2;2;2;132;6000.0;1400.0;0.0;Apartamento;7400.0
Casa;Barra da Tijuca;4;2;4;250;8000.0;1800.0;360.0;Casa;10160.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;76;2200.0;817.0;92.0;Apartamento;3109.0
Apartamento;Copacabana;1;0;0;30;1400.0;450.0;23.0;Apartamento;1873.0
Flat;Ipanema;2;1;2;82;13000.0;3300.0;599.0;Apartamento;16899.0
Apartamento;Copacabana;1;0;0;50;2200.0;750.0;0.0;Apartamento;2950.0
Apartamento;Ipanema;3;1;1;140;12900.0;1580.0;280.0;Apartamento;14760.0
Apartamento;Leblon;3;1;0;140;5000.0;1800.0;0.0;Apartamento;6800.0
Apartamento;Santíssimo;2;1;0;40;700.0;250.0;0.0;Apartamento;950.0
Apartamento;Botafogo;2;1;1;75;2800.0;987.0;0.0;Apartamento;3787.0
Apartamento;Barra da Tijuca;3;2;3;200;13500.0;3900.0;1500.0;Apartamento;18900.0
Apartamento;Tijuca;1;0;0;50;1200.0;330.0;0.0;Apartamento;1530.0
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1500.0;0.0;Apartamento;3700.0
Apartamento;Copacabana;3;1;1;90;3500.0;773.0;136.0;Apartamento;4409.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;1000.0;290.0;13.0;Apartamento;1303.0
Casa;Botafogo;8;3;0;418;15000.0;0.0;0.0;Casa;15000.0
Apartamento;Leblon;4;2;2;250;9200.0;3000.0;0.0;Apartamento;12200.0
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;5000.0;750.0;200.0;Casa;5950.0
Apartamento;Leblon;3;2;2;115;7000.0;1899.0;0.0;Apartamento;8899.0
Apartamento;Maracanã;1;1;0;63;1200.0;590.0;50.0;Apartamento;1840.0
Apartamento;Barra da Tijuca;1;1;1;61;1700.0;2154.0;271.0;Apartamento;4125.0
Apartamento;Recreio dos Bandeirantes;4;3;4;277;5000.0;1200.0;0.0;Apartamento;6200.0
Apartamento;São Conrado;2;0;1;85;2900.0;1135.0;222.0;Apartamento;4257.0
Apartamento;Leblon;3;1;0;100;7000.0;1697.0;246.0;Apartamento;8943.0
Apartamento;Vila da Penha;2;0;0;54;700.0;435.0;0.0;Apartamento;1135.0
Apartamento;Barra da Tijuca;3;2;1;110;4000.0;1200.0;200.0;Apartamento;5400.0
Casa de Condomínio;Barra da Tijuca;5;5;5;900;17500.0;2600.0;0.0;Casa;20100.0
Apartamento;Tijuca;2;0;0;70;2100.0;700.0;0.0;Apartamento;2800.0
Apartamento;Recreio dos Bandeirantes;2;2;2;75;2050.0;790.0;150.0;Apartamento;2990.0
Apartamento;Flamengo;4;1;3;350;10000.0;2500.0;0.0;Apartamento;12500.0
Apartamento;Ipanema;3;2;1;150;6500.0;1700.0;580.0;Apartamento;8780.0
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;147;4500.0;1195.0;1000.0;Casa;6695.0
Casa;Campo Grande;2;0;1;80;1100.0;0.0;0.0;Casa;1100.0
Apartamento;Barra da Tijuca;3;2;1;138;4500.0;1300.0;350.0;Apartamento;6150.0
Apartamento;Vargem Pequena;2;1;1;60;1300.0;360.0;40.0;Apartamento;1700.0
Quitinete;Centro;1;0;0;30;800.0;250.0;25.0;Apartamento;1075.0
Apartamento;Recreio dos Bandeirantes;2;2;0;105;3500.0;1000.0;0.0;Apartamento;4500.0
Apartamento;Copacabana;4;3;2;200;8000.0;2700.0;600.0;Apartamento;11300.0
Apartamento;Botafogo;3;2;1;105;4000.0;1104.0;0.0;Apartamento;5104.0
Apartamento;Copacabana;3;1;0;200;7000.0;1700.0;520.0;Apartamento;9220.0
Apartamento;Engenho Novo;2;1;1;176;880.0;900.0;153.0;Apartamento;1933.0
Apartamento;Ipanema;3;1;0;87;4445.0;660.0;95.0;Apartamento;5200.0
Apartamento;Barra da Tijuca;3;2;1;132;3200.0;2604.0;464.0;Apartamento;6268.0
Apartamento;Recreio dos Bandeirantes;3;1;1;110;1800.0;750.0;150.0;Apartamento;2700.0
Apartamento;Barra da Tijuca;1;2;0;55;1700.0;1780.0;0.0;Apartamento;3480.0
Apartamento;Cachambi;1;0;0;40;800.0;130.0;14.0;Apartamento;944.0
Apartamento;Ipanema;2;2;2;90;5500.0;1800.0;300.0;Apartamento;7600.0
Apartamento;Barra da Tijuca;4;2;1;140;3000.0;1402.0;0.0;Apartamento;4402.0
Apartamento;Botafogo;2;1;1;75;3800.0;875.0;197.0;Apartamento;4872.0
Apartamento;Barra da Tijuca;4;2;2;146;4900.0;1800.0;3500.0;Apartamento;10200.0
Casa de Condomínio;Barra da Tijuca;4;5;4;500;11800.0;1550.0;1501.0;Casa;14851.0
Casa;Gávea;3;2;3;1100;30000.0;0.0;1900.0;Casa;31900.0
Apartamento;Copacabana;3;1;1;110;4500.0;500.0;0.0;Apartamento;5000.0
Apartamento;Barra da Tijuca;4;3;2;290;2500.0;3650.0;771.0;Apartamento;6921.0
Apartamento;Ipanema;3;1;1;263;7500.0;3150.0;697.0;Apartamento;11347.0
Apartamento;Península;2;2;1;72;3500.0;1400.0;150.0;Apartamento;5050.0
Flat;Jardim Botânico;1;1;0;55;1950.0;1400.0;144.0;Apartamento;3494.0
Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;165;2000.0;980.0;153.0;Casa;3133.0
Apartamento;Barra da Tijuca;3;2;1;201;4200.0;3563.0;0.0;Apartamento;7763.0
Apartamento;Copacabana;4;1;1;270;8500.0;2477.0;7504.0;Apartamento;18481.0
Quitinete;Copacabana;1;0;0;24;2500.0;570.0;56.0;Apartamento;3126.0
Flat;Lapa;1;0;1;32;2950.0;0.0;0.0;Apartamento;2950.0
Apartamento;Ipanema;3;1;1;140;6500.0;1500.0;0.0;Apartamento;8000.0
Apartamento;Copacabana;1;0;0;50;1500.0;340.0;76.0;Apartamento;1916.0
Apartamento;Recreio dos Bandeirantes;3;2;1;89;1900.0;842.0;160.0;Apartamento;2902.0
Apartamento;Méier;1;0;0;50;1200.0;280.0;20.0;Apartamento;1500.0
Apartamento;Maracanã;2;1;0;81;2200.0;700.0;82.0;Apartamento;2982.0
Apartamento;Jardim Botânico;4;4;3;252;16000.0;3581.0;10450.0;Apartamento;30031.0
Apartamento;Barra da Tijuca;4;2;3;160;5000.0;2100.0;3100.0;Apartamento;10200.0
Apartamento;Ipanema;3;2;1;120;7000.0;2008.0;423.0;Apartamento;9431.0
Apartamento;Leblon;3;2;1;155;7500.0;1600.0;4000.0;Apartamento;13100.0
Apartamento;Recreio dos Bandeirantes;3;2;2;145;2500.0;920.0;0.0;Apartamento;3420.0
Apartamento;Flamengo;2;2;1;100;3500.0;760.0;172.0;Apartamento;4432.0
Apartamento;Pechincha;2;1;0;59;1000.0;400.0;350.0;Apartamento;1750.0
Apartamento;Flamengo;4;1;1;290;9200.0;1800.0;700.0;Apartamento;11700.0
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1855.0;230.0;Apartamento;7585.0
Apartamento;Botafogo;4;2;1;120;4700.0;1726.0;441.0;Apartamento;6867.0
Apartamento;Barra da Tijuca;0;0;0;30;1600.0;988.0;193.0;Apartamento;2781.0
Apartamento;Andaraí;2;1;0;71;1000.0;360.0;25.0;Apartamento;1385.0
Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0;Apartamento;5830.0
Apartamento;Flamengo;2;1;1;94;2600.0;1823.0;0.0;Apartamento;4423.0
Casa de Vila;Ramos;2;1;0;45;1000.0;70.0;0.0;Casa;1070.0
Apartamento;Copacabana;1;0;0;44;1480.0;470.0;25.0;Apartamento;1975.0
Apartamento;Penha Circular;2;0;1;78;1300.0;450.0;0.0;Apartamento;1750.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0;Apartamento;2810.0
Apartamento;Leblon;3;2;1;110;6000.0;1650.0;300.0;Apartamento;7950.0
Apartamento;Barra da Tijuca;2;1;1;65;6870.0;3014.0;390.0;Apartamento;10274.0
Apartamento;Botafogo;3;1;1;108;5100.0;1450.0;276.0;Apartamento;6826.0
Quitinete;Botafogo;0;0;1;30;800.0;320.0;0.0;Apartamento;1120.0
Apartamento;Leblon;2;2;2;150;4500.0;2100.0;0.0;Apartamento;6600.0
Apartamento;Barra da Tijuca;4;3;2;156;6500.0;3000.0;1000.0;Apartamento;10500.0
Apartamento;Botafogo;1;0;0;43;2400.0;1076.0;260.0;Apartamento;3736.0
Apartamento;Barra da Tijuca;4;3;2;240;6500.0;3000.0;603.0;Apartamento;10103.0
Apartamento;Leblon;2;1;1;110;5000.0;2535.0;385.0;Apartamento;7920.0
Apartamento;Ipanema;2;1;1;80;3500.0;1100.0;345.0;Apartamento;4945.0
Casa de Condomínio;Barra da Tijuca;6;0;5;950;30000.0;1200.0;15000.0;Casa;46200.0
Apartamento;Engenho Novo;2;0;0;50;900.0;250.0;0.0;Apartamento;1150.0
Apartamento;Leblon;3;1;1;150;7000.0;2500.0;380.0;Apartamento;9880.0
Apartamento;Copacabana;2;0;0;90;2600.0;757.0;207.0;Apartamento;3564.0
Quitinete;Copacabana;1;0;0;35;1300.0;380.0;68.0;Apartamento;1748.0
Casa;Campo Grande;2;0;1;60;900.0;0.0;0.0;Casa;900.0
Apartamento;Recreio dos Bandeirantes;2;1;1;68;2000.0;593.0;75.0;Apartamento;2668.0
Apartamento;Todos os Santos;2;0;0;70;1200.0;300.0;0.0;Apartamento;1500.0
Apartamento;Campo Grande;2;1;0;50;750.0;230.0;0.0;Apartamento;980.0
Casa de Vila;Madureira;2;1;0;78;1000.0;0.0;0.0;Casa;1000.0
Apartamento;Botafogo;2;1;1;70;2800.0;705.0;1168.0;Apartamento;4673.0
Apartamento;Cosme Velho;2;1;1;86;2600.0;715.0;0.0;Apartamento;3315.0
Apartamento;Tijuca;2;0;0;52;1400.0;740.0;202.0;Apartamento;2342.0
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;950.0;256.0;Apartamento;3506.0
Quitinete;Flamengo;1;0;0;21;900.0;455.0;29.0;Apartamento;1384.0
Apartamento;Urca;2;0;1;95;3900.0;300.0;95.0;Apartamento;4295.0
Apartamento;Lagoa;4;2;1;181;5800.0;3091.0;783.0;Apartamento;9674.0
Apartamento;Campo Grande;2;0;0;75;1000.0;270.0;0.0;Apartamento;1270.0
Apartamento;Leme;1;0;1;60;2300.0;600.0;51.0;Apartamento;2951.0
Apartamento;Lagoa;2;1;1;81;4350.0;689.0;237.0;Apartamento;5276.0
Apartamento;Lagoa;3;3;3;400;30000.0;5900.0;2900.0;Apartamento;38800.0
Apartamento;Copacabana;4;1;1;236;15000.0;2300.0;0.0;Apartamento;17300.0
Apartamento;Vila Valqueire;2;0;0;70;850.0;100.0;42.0;Apartamento;992.0
Apartamento;Copacabana;1;0;0;50;1800.0;600.0;30.0;Apartamento;2430.0
Apartamento;Centro;2;0;0;90;2100.0;570.0;40.0;Apartamento;2710.0
Apartamento;Ipanema;4;2;2;220;15900.0;4168.0;0.0;Apartamento;20068.0
Apartamento;Tijuca;3;2;1;84;2350.0;950.0;890.0;Apartamento;4190.0
Apartamento;Barra da Tijuca;3;4;3;170;5500.0;1317.0;590.0;Apartamento;7407.0
Flat;Barra da Tijuca;2;1;2;73;2400.0;2112.0;0.0;Apartamento;4512.0
Apartamento;São Conrado;3;3;2;340;12000.0;1800.0;300.0;Apartamento;14100.0
Flat;Barra da Tijuca;2;1;1;75;3900.0;1550.0;0.0;Apartamento;5450.0
Apartamento;Recreio dos Bandeirantes;2;2;2;92;3000.0;1300.0;127.0;Apartamento;4427.0
Quitinete;Flamengo;1;0;0;42;1550.0;300.0;0.0;Apartamento;1850.0
Flat;Recreio dos Bandeirantes;1;1;0;48;3400.0;0.0;0.0;Apartamento;3400.0
Apartamento;Praça Seca;1;0;0;60;750.0;30.0;0.0;Apartamento;780.0
Apartamento;Leblon;1;1;0;82;1900.0;1700.0;348.0;Apartamento;3948.0
Apartamento;Grajaú;2;0;0;60;1300.0;600.0;0.0;Apartamento;1900.0
Apartamento;Recreio dos Bandeirantes;4;2;1;160;1900.0;1038.0;158.0;Apartamento;3096.0
Apartamento;Barra da Tijuca;2;1;0;70;1150.0;650.0;86.0;Apartamento;1886.0
Apartamento;Copacabana;2;0;1;90;3400.0;1400.0;122.0;Apartamento;4922.0
Apartamento;Leblon;4;2;2;250;16000.0;4500.0;620.0;Apartamento;21120.0
Casa;Recreio dos Bandeirantes;3;4;3;360;12000.0;0.0;6072.0;Casa;18072.0
Apartamento;São Conrado;4;2;3;320;12000.0;3811.0;438.0;Apartamento;16249.0
Apartamento;Vila da Penha;2;0;0;60;1310.0;180.0;35.0;Apartamento;1525.0
Apartamento;Centro;2;0;0;76;1500.0;699.0;231.0;Apartamento;2430.0
Apartamento;Ipanema;3;1;1;140;6500.0;1800.0;506.0;Apartamento;8806.0
Apartamento;Leblon;2;0;0;60;3500.0;480.0;151125.0;Apartamento;155105.0
Apartamento;Barra da Tijuca;1;1;0;69;1300.0;1470.0;0.0;Apartamento;2770.0
Apartamento;Botafogo;1;1;0;63;2000.0;880.0;100.0;Apartamento;2980.0
Casa de Condomínio;Barra da Tijuca;6;4;4;1000;15000.0;2600.0;0.0;Casa;17600.0
Apartamento;Freguesia (Jacarepaguá);5;3;2;261;2500.0;2045.0;444.0;Apartamento;4989.0
Apartamento;Barra da Tijuca;2;2;1;72;1450.0;975.0;167.0;Apartamento;2592.0
Casa de Condomínio;São Conrado;3;4;3;523;15000.0;3968.0;1013.0;Casa;19981.0
Apartamento;Leme;3;1;0;90;3600.0;900.0;350.0;Apartamento;4850.0
Casa;Recreio dos Bandeirantes;4;5;3;360;15000.0;0.0;5624.0;Casa;20624.0
Apartamento;Leblon;3;1;2;200;23000.0;3600.0;1500.0;Apartamento;28100.0
Apartamento;Ipanema;2;1;1;75;4800.0;865.0;118.0;Apartamento;5783.0
Casa de Vila;Bonsucesso;1;0;0;30;800.0;0.0;0.0;Casa;800.0
Apartamento;Copacabana;3;1;0;200;9500.0;1600.0;500.0;Apartamento;11600.0
Apartamento;Tijuca;1;0;0;40;1100.0;500.0;20.0;Apartamento;1620.0
Apartamento;Tijuca;2;1;0;90;1300.0;769.0;0.0;Apartamento;2069.0
Apartamento;Barra da Tijuca;4;3;2;225;7000.0;3200.0;8000.0;Apartamento;18200.0
Apartamento;Vila Isabel;2;1;1;50;900.0;870.0;47.0;Apartamento;1817.0
Apartamento;Barra da Tijuca;4;3;4;206;10000.0;2850.0;3584.0;Apartamento;16434.0
Apartamento;Barra da Tijuca;4;3;3;160;6700.0;2300.0;434.0;Apartamento;9434.0
Flat;Ipanema;2;2;2;95;3600.0;2300.0;250.0;Apartamento;6150.0
Apartamento;Copacabana;3;0;1;130;4000.0;1400.0;190.0;Apartamento;5590.0
Casa de Condomínio;Itanhangá;4;0;2;400;10000.0;1400.0;1500.0;Casa;12900.0
Apartamento;Ipanema;3;1;1;180;7500.0;2930.0;0.0;Apartamento;10430.0
Apartamento;Quintino Bocaiúva;1;1;0;39;600.0;354.0;0.0;Apartamento;954.0
Apartamento;Quintino Bocaiúva;2;0;0;60;1000.0;70.0;0.0;Apartamento;1070.0
Apartamento;Barra da Tijuca;2;1;1;90;2400.0;1155.0;0.0;Apartamento;3555.0
Apartamento;Ipanema;3;1;1;250;20000.0;1000.0;895.0;Apartamento;21895.0
Flat;Leblon;1;1;1;60;5500.0;1900.0;200.0;Apartamento;7600.0
Apartamento;Recreio dos Bandeirantes;2;2;1;70;2000.0;1100.0;3200.0;Apartamento;6300.0
Apartamento;Méier;2;1;0;60;1000.0;580.0;150.0;Apartamento;1730.0
Apartamento;Irajá;2;0;0;50;750.0;213.0;0.0;Apartamento;963.0
Quitinete;Botafogo;0;0;0;23;900.0;390.0;30.0;Apartamento;1320.0
Apartamento;Lapa;0;0;0;30;900.0;280.0;22.0;Apartamento;1202.0
Apartamento;Copacabana;3;0;0;130;2800.0;1250.0;315.0;Apartamento;4365.0
Apartamento;Flamengo;2;1;0;130;4600.0;640.0;0.0;Apartamento;5240.0
Casa;Jardim Botânico;4;3;0;531;18000.0;0.0;702.0;Casa;18702.0
Apartamento;Copacabana;1;1;0;45;2300.0;1100.0;0.0;Apartamento;3400.0
Apartamento;Copacabana;3;0;0;100;3200.0;860.0;0.0;Apartamento;4060.0
Apartamento;Leblon;2;0;1;70;5500.0;830.0;141.0;Apartamento;6471.0
Apartamento;Flamengo;3;0;0;121;2200.0;1249.0;0.0;Apartamento;3449.0
Casa de Condomínio;Taquara;3;3;1;280;5000.0;865.0;1100.0;Casa;6965.0
Apartamento;Barra da Tijuca;2;1;1;100;1800.0;528.0;191.0;Apartamento;2519.0
Apartamento;Laranjeiras;3;0;0;83;2300.0;886.0;131.0;Apartamento;3317.0
Casa;Glória;4;3;2;851;22000.0;0.0;980.0;Casa;22980.0
Casa;Vargem Pequena;3;1;3;138;2350.0;350.0;130.0;Casa;2830.0
Apartamento;Barra da Tijuca;3;4;2;270;8000.0;1450.0;550.0;Apartamento;10000.0
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;1309.0;0.0;Apartamento;4109.0
Apartamento;Curicica;3;1;1;82;1600.0;610.0;850.0;Apartamento;3060.0
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;Apartamento;6114.0
Apartamento;Barra da Tijuca;2;2;2;69;2000.0;1275.0;1203.0;Apartamento;4478.0
Apartamento;Laranjeiras;2;1;0;75;1900.0;820.0;112.0;Apartamento;2832.0
Apartamento;Ipanema;4;5;4;390;30000.0;6607.0;0.0;Apartamento;36607.0
Casa;Campo Grande;1;0;0;50;500.0;0.0;0.0;Casa;500.0
Apartamento;Leblon;4;2;1;184;10000.0;2100.0;700.0;Apartamento;12800.0
Apartamento;Leblon;3;1;0;90;4690.0;926.0;254.0;Apartamento;5870.0
Apartamento;Lins de Vasconcelos;1;1;0;62;900.0;500.0;0.0;Apartamento;1400.0
Casa de Condomínio;Maracanã;2;0;0;50;2200.0;70.0;20.0;Casa;2290.0
Apartamento;Campo Grande;2;1;0;60;700.0;360.0;0.0;Apartamento;1060.0
Apartamento;Flamengo;1;1;0;35;1000.0;490.0;0.0;Apartamento;1490.0
Apartamento;Copacabana;1;0;0;45;2000.0;610.0;0.0;Apartamento;2610.0
Apartamento;Vila Valqueire;3;1;1;107;1700.0;300.0;853.0;Apartamento;2853.0
Apartamento;Catete;2;0;0;69;1900.0;578.0;138.0;Apartamento;2616.0
Apartamento;Lagoa;2;1;1;80;3000.0;2600.0;0.0;Apartamento;5600.0
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;400.0;Apartamento;7260.0
Apartamento;Leblon;3;0;1;155;7500.0;1550.0;530.0;Apartamento;9580.0
Apartamento;Laranjeiras;3;0;1;100;3100.0;920.0;0.0;Apartamento;4020.0
Apartamento;Ipanema;5;3;4;800;90000.0;9188.0;60230.0;Apartamento;159418.0
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;3;180;3500.0;600.0;0.0;Casa;4100.0
Apartamento;Leme;1;0;0;35;1900.0;500.0;350.0;Apartamento;2750.0
Apartamento;Tijuca;1;1;0;48;1200.0;650.0;21.0;Apartamento;1871.0
Apartamento;Ipanema;3;1;1;158;7000.0;1700.0;484.0;Apartamento;9184.0
Quitinete;Copacabana;1;0;0;20;1150.0;450.0;71.0;Apartamento;1671.0
Apartamento;Botafogo;2;1;1;67;2400.0;930.0;150.0;Apartamento;3480.0
Apartamento;Ipanema;3;1;1;130;10000.0;1800.0;462.0;Apartamento;12262.0
Quitinete;Jacarepaguá;1;0;0;45;590.0;70.0;0.0;Apartamento;660.0
Apartamento;Ipanema;2;1;1;200;23000.0;2500.0;800.0;Apartamento;26300.0
Apartamento;Leblon;1;1;0;59;2450.0;1707.0;313.0;Apartamento;4470.0
Apartamento;Vista Alegre;2;0;0;85;1100.0;150.0;0.0;Apartamento;1250.0
Apartamento;Cosme Velho;2;1;0;87;2200.0;720.0;170.0;Apartamento;3090.0
Apartamento;Barra da Tijuca;2;1;1;78;2700.0;890.0;2400.0;Apartamento;5990.0
Apartamento;Jacarepaguá;2;1;1;71;1400.0;766.0;63.0;Apartamento;2229.0
Apartamento;Ipanema;2;1;1;100;6000.0;4500.0;443.0;Apartamento;10943.0
Apartamento;Catete;2;1;0;84;3500.0;1376.0;214.0;Apartamento;5090.0
Apartamento;Cachambi;2;1;0;60;1200.0;300.0;0.0;Apartamento;1500.0
Casa de Condomínio;Barra da Tijuca;5;8;5;900;20000.0;2200.0;1177.0;Casa;23377.0
Apartamento;Copacabana;4;2;3;389;12400.0;4829.0;1153.0;Apartamento;18382.0
Apartamento;Botafogo;2;1;1;84;2500.0;1400.0;200.0;Apartamento;4100.0
Casa de Condomínio;Barra da Tijuca;4;5;4;900;20000.0;1500.0;0.0;Casa;21500.0
Apartamento;Barra da Tijuca;2;1;0;58;1250.0;676.0;0.0;Apartamento;1926.0
Apartamento;Flamengo;1;0;0;36;1000.0;495.0;55.0;Apartamento;1550.0
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;1000.0;0.0;Apartamento;4950.0
Apartamento;Leblon;4;2;1;123;7000.0;1800.0;655.0;Apartamento;9455.0
Apartamento;Recreio dos Bandeirantes;2;1;2;91;2500.0;1650.0;250.0;Apartamento;4400.0
Flat;Ipanema;2;2;1;80;6500.0;2725.0;332.0;Apartamento;9557.0
Quitinete;Centro;1;0;0;25;800.0;350.0;10.0;Apartamento;1160.0
Apartamento;Ipanema;1;1;0;38;2300.0;630.0;102.0;Apartamento;3032.0
Casa de Vila;Tanque;3;1;1;240;2000.0;40.0;100.0;Casa;2140.0
Apartamento;Recreio dos Bandeirantes;2;2;1;105;2100.0;648.0;156.0;Apartamento;2904.0
Apartamento;Barra da Tijuca;3;2;1;140;2400.0;1600.0;4500.0;Apartamento;8500.0
Apartamento;Campo Grande;2;1;0;48;700.0;320.0;0.0;Apartamento;1020.0
Apartamento;Ipanema;4;2;2;250;9000.0;3700.0;1133.0;Apartamento;13833.0
Casa de Condomínio;Vargem Grande;3;3;1;180;2200.0;400.0;1.0;Casa;2601.0
Apartamento;Barra da Tijuca;4;3;1;260;9500.0;2800.0;0.0;Apartamento;12300.0
Apartamento;Copacabana;4;0;0;135;4200.0;880.0;0.0;Apartamento;5080.0
Apartamento;Ipanema;3;0;1;50;9500.0;3600.0;0.0;Apartamento;13100.0
Quitinete;Lapa;1;0;0;26;850.0;366.0;25.0;Apartamento;1241.0
Apartamento;Recreio dos Bandeirantes;2;1;0;76;2000.0;1070.0;140.0;Apartamento;3210.0
Casa de Vila;Bento Ribeiro;1;1;0;50;900.0;0.0;0.0;Casa;900.0
Apartamento;Oswaldo Cruz;3;0;0;65;1350.0;305.0;0.0;Apartamento;1655.0
Apartamento;Penha;2;1;1;56;1500.0;438.0;0.0;Apartamento;1938.0
Apartamento;Tijuca;3;1;0;115;2400.0;524.0;110.0;Apartamento;3034.0
Apartamento;Vila Isabel;1;0;0;45;1000.0;350.0;20.0;Apartamento;1370.0
Apartamento;Flamengo;3;1;2;155;6500.0;1300.0;576.0;Apartamento;8376.0
Apartamento;Barra da Tijuca;3;2;1;170;4700.0;1500.0;500.0;Apartamento;6700.0
Apartamento;Ipanema;2;1;0;63;4000.0;723.0;172.0;Apartamento;4895.0
Apartamento;Jardim Botânico;2;1;1;75;3900.0;1500.0;0.0;Apartamento;5400.0
Apartamento;Campo Grande;1;1;0;55;750.0;517.0;0.0;Apartamento;1267.0
Studio;Copacabana;1;0;0;28;1500.0;498.0;120.0;Apartamento;2118.0
Casa;Bonsucesso;6;2;1;180;4500.0;0.0;0.0;Casa;4500.0
Apartamento;Copacabana;3;1;0;90;4500.0;1300.0;395.0;Apartamento;6195.0
Casa;Campo Grande;2;1;2;90;1200.0;0.0;0.0;Casa;1200.0
Apartamento;Itanhangá;2;1;0;60;950.0;550.0;0.0;Apartamento;1500.0
Apartamento;Botafogo;3;1;0;105;2500.0;1084.0;207.0;Apartamento;3791.0
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;2922.0;350.0;Apartamento;6272.0
Apartamento;Irajá;2;1;0;44;750.0;110.0;0.0;Apartamento;860.0
Apartamento;Ipanema;3;1;1;160;6000.0;1700.0;591.0;Apartamento;8291.0
Apartamento;Copacabana;1;0;0;150;3000.0;1750.0;215.0;Apartamento;4965.0
Apartamento;Recreio dos Bandeirantes;4;2;2;170;5000.0;850.0;350.0;Apartamento;6200.0
Apartamento;Copacabana;4;3;2;430;15000.0;2835.0;1663.0;Apartamento;19498.0
Apartamento;Copacabana;3;1;1;120;3400.0;1900.0;200.0;Apartamento;5500.0
Apartamento;Ipanema;3;1;1;140;6500.0;1750.0;10.0;Apartamento;8260.0
Casa de Condomínio;Recreio dos Bandeirantes;3;3;3;320;7900.0;949.0;2560.0;Casa;11409.0
Casa de Vila;Olaria;2;0;0;51;1000.0;0.0;0.0;Casa;1000.0
