Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Grupo;Valor_Total
Apartamento;Copacabana;4;1;1;150;5400.0;1950.0;330.0;Apartamento;7680.0
Quitinete;Copacabana;1;0;0;30;850.0;550.0;54.0;Apartamento;1454.0
Apartamento;Recreio dos Bandeirantes;3;1;1;84;1800.0;850.0;150.0;Apartamento;2800.0
Apartamento;Catete;2;0;0;70;1800.0;750.0;100.0;Apartamento;2650.0
Quitinete;Catete;1;0;0;30;1200.0;470.0;0.0;Apartamento;1670.0
Apartamento;Barra da Tijuca;3;2;1;89;1900.0;770.0;116.0;Apartamento;2786.0
Apartamento;Barra da Tijuca;3;2;1;80;1690.0;1100.0;130.0;Apartamento;2920.0
Apartamento;Barra da Tijuca;4;3;2;208;7500.0;2321.0;700.0;Apartamento;10521.0
Apartamento;Engenho Novo;2;1;0;91;1400.0;694.0;75.0;Apartamento;2169.0
Apartamento;Tijuca;2;1;0;70;1800.0;255.0;40.0;Apartamento;2095.0
Apartamento;Flamengo;2;0;0;84;2200.0;679.0;161.0;Apartamento;3040.0
Apartamento;Copacabana;3;1;0;200;8500.0;1850.0;0.0;Apartamento;10350.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1300.0;846.0;0.0;Apartamento;2146.0
Casa de Condomínio;Barra da Tijuca;4;2;2;600;30000.0;1100.0;1399.0;Casa;32499.0
Apartamento;Campo Grande;2;1;1;60;800.0;180.0;0.0;Apartamento;980.0
Apartamento;São Conrado;3;0;3;200;8000.0;2600.0;1000.0;Apartamento;11600.0
Apartamento;Ipanema;2;2;1;85;5500.0;2600.0;350.0;Apartamento;8450.0
Apartamento;Barra da Tijuca;3;2;2;130;5700.0;800.0;450.0;Apartamento;6950.0
Apartamento;Laranjeiras;1;1;0;40;2000.0;903.0;80.0;Apartamento;2983.0
Casa de Condomínio;Barra da Tijuca;4;3;4;350;7000.0;934.0;890.0;Casa;8824.0
Apartamento;Barra da Tijuca;4;2;2;400;12000.0;2608.0;584.0;Apartamento;15192.0
Casa;Vila da Penha;5;0;2;270;3000.0;0.0;0.0;Casa;3000.0
Apartamento;Vila da Penha;2;0;0;52;1200.0;250.0;0.0;Apartamento;1450.0
Apartamento;Ipanema;2;0;0;90;3000.0;1100.0;210.0;Apartamento;4310.0
Apartamento;Bento Ribeiro;2;0;0;50;930.0;140.0;0.0;Apartamento;1070.0
Apartamento;Gávea;3;1;1;100;5000.0;1100.0;170.0;Apartamento;6270.0
Apartamento;Barra da Tijuca;2;1;1;90;2000.0;1300.0;283.0;Apartamento;3583.0
Apartamento;Engenho de Dentro;2;1;0;50;1100.0;240.0;13.0;Apartamento;1353.0
Apartamento;Flamengo;2;1;1;99;3500.0;745.0;215.0;Apartamento;4460.0
Apartamento;Vila Isabel;1;0;0;40;1300.0;307.0;24.0;Apartamento;1631.0
Apartamento;Ipanema;1;0;0;25;1700.0;614.0;29.0;Apartamento;2343.0
Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;Apartamento;2967.0
Apartamento;Recreio dos Bandeirantes;2;1;1;87;1200.0;1032.0;0.0;Apartamento;2232.0
Casa;Campo Grande;3;1;1;100;1800.0;0.0;0.0;Casa;1800.0
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1800.0;750.0;0.0;Apartamento;2550.0
Apartamento;Copacabana;1;0;0;40;1800.0;450.0;227.0;Apartamento;2477.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1100.0;590.0;36.0;Apartamento;1726.0
Apartamento;Todos os Santos;2;1;0;55;1100.0;260.0;0.0;Apartamento;1360.0
Quitinete;Lapa;1;0;0;19;1100.0;256.0;0.0;Apartamento;1356.0
Apartamento;Barra da Tijuca;2;2;1;110;5000.0;1969.0;489.0;Apartamento;7458.0
Apartamento;Gávea;1;1;0;50;2600.0;726.0;152.0;Apartamento;3478.0
Apartamento;Leblon;2;1;0;123;4300.0;600.0;444.0;Apartamento;5344.0
Apartamento;Copacabana;3;1;1;200;3500.0;1720.0;0.0;Apartamento;5220.0
Apartamento;Centro;2;0;0;70;1500.0;530.0;60.0;Apartamento;2090.0
Apartamento;Tijuca;2;1;0;56;1700.0;810.0;0.0;Apartamento;2510.0
Apartamento;Copacabana;5;1;2;340;18000.0;2100.0;900.0;Apartamento;21000.0
Casa de Condomínio;Vargem Grande;3;2;3;350;8000.0;1300.0;0.0;Casa;9300.0
Apartamento;Flamengo;1;0;1;45;1500.0;520.0;56.0;Apartamento;2076.0
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;1;225;4500.0;465.0;1311.0;Casa;6276.0
Casa de Vila;Pilares;1;0;0;22;450.0;131.0;17.0;Casa;598.0
Apartamento;Ipanema;4;3;3;224;13000.0;3466.0;1285.0;Apartamento;17751.0
Apartamento;Ipanema;3;0;1;180;8900.0;2300.0;0.0;Apartamento;11200.0
Apartamento;Tijuca;2;0;0;64;1600.0;446.0;47.0;Apartamento;2093.0
Apartamento;Leme;1;0;0;32;1500.0;483.0;55.0;Apartamento;2038.0
Casa de Condomínio;Barra da Tijuca;5;4;5;700;16000.0;2150.0;17000.0;Casa;35150.0
Casa de Vila;Bento Ribeiro;1;0;0;30;480.0;0.0;0.0;Casa;480.0
Apartamento;Barra da Tijuca;1;2;0;70;2500.0;1500.0;0.0;Apartamento;4000.0
Apartamento;Recreio dos Bandeirantes;2;1;1;69;1900.0;680.0;156.0;Apartamento;2736.0
Apartamento;Catete;2;0;0;70;2450.0;400.0;25.0;Apartamento;2875.0
Apartamento;Engenho de Dentro;2;1;1;49;1300.0;697.0;0.0;Apartamento;1997.0
Apartamento;Recreio dos Bandeirantes;3;2;3;93;2500.0;470.0;0.0;Apartamento;2970.0
Apartamento;Botafogo;1;1;0;43;1800.0;1072.0;100.0;Apartamento;2972.0
Apartamento;Tijuca;3;1;1;160;2800.0;800.0;0.0;Apartamento;3600.0
Apartamento;Barra da Tijuca;4;2;1;165;5000.0;2800.0;6500.0;Apartamento;14300.0
Flat;Leblon;1;1;0;65;4500.0;1600.0;100.0;Apartamento;6200.0
Apartamento;São Conrado;3;1;1;114;2400.0;1082.0;253.0;Apartamento;3735.0
Apartamento;Barra da Tijuca;2;2;1;78;2000.0;3114.0;405.0;Apartamento;5519.0
Apartamento;Copacabana;3;1;0;110;2500.0;1350.0;130.0;Apartamento;3980.0
Apartamento;Barra da Tijuca;4;3;3;430;7000.0;3800.0;1250.0;Apartamento;12050.0
Apartamento;Leme;3;1;0;88;2000.0;391.0;56.0;Apartamento;2447.0
Apartamento;Barra da Tijuca;2;1;1;77;2500.0;1400.0;106.0;Apartamento;4006.0
Apartamento;Recreio dos Bandeirantes;2;2;1;102;2300.0;415.0;0.0;Apartamento;2715.0
Apartamento;Maracanã;2;1;1;80;1800.0;1120.0;134.0;Apartamento;3054.0
Apartamento;Marechal Hermes;1;0;0;50;800.0;280.0;0.0;Apartamento;1080.0
